timestamp,level,service,user,ip_address,response_time_ms,status_code,message
2024-01-01 07:19:48,INFO,api-gateway,user_027,192.168.4.12,132.1,200,INFO from api-gateway
2024-01-01 07:19:54,INFO,inventory-service,user_039,192.168.1.16,77.5,201,INFO from inventory-service
2024-01-01 07:20:21,INFO,order-service,user_025,192.168.2.17,176.1,201,INFO from order-service
2024-01-01 07:20:25,INFO,inventory-service,user_019,192.168.4.14,123.9,200,INFO from inventory-service
2024-01-01 07:20:27,INFO,notification-service,user_033,192.168.1.15,99.9,200,INFO from notification-service
2024-01-01 07:22:27,INFO,inventory-service,user_036,192.168.3.5,67.2,200,INFO from inventory-service
2024-01-01 07:23:04,INFO,notification-service,user_042,192.168.3.6,83.2,200,INFO from notification-service
2024-01-01 07:24:28,ERROR,api-gateway,user_020,192.168.4.19,151.5,500,ERROR from api-gateway
2024-01-01 07:24:57,WARN,order-service,user_038,192.168.1.3,218.5,400,WARN from order-service
2024-01-01 07:26:38,INFO,notification-service,user_040,192.168.2.10,81.0,201,INFO from notification-service
2024-01-01 07:26:42,INFO,api-gateway,user_044,192.168.2.4,158.7,200,INFO from api-gateway
2024-01-01 07:26:52,WARN,api-gateway,user_007,192.168.3.18,182.0,404,WARN from api-gateway
2024-01-01 07:27:31,INFO,auth-service,user_025,192.168.3.6,73.3,200,INFO from auth-service
2024-01-01 07:27:50,INFO,notification-service,user_039,192.168.3.4,106.9,200,INFO from notification-service
2024-01-01 07:28:43,INFO,payment-service,user_033,192.168.4.4,104.3,201,INFO from payment-service
2024-01-01 07:29:17,INFO,user-service,user_017,192.168.2.11,140.9,200,INFO from user-service
2024-01-01 07:29:27,INFO,order-service,user_047,192.168.4.19,152.5,200,INFO from order-service
2024-01-01 07:29:42,WARN,notification-service,user_036,192.168.3.3,113.5,404,WARN from notification-service
2024-01-01 07:30:28,INFO,user-service,user_012,192.168.1.7,194.6,200,INFO from user-service
2024-01-01 07:31:54,INFO,user-service,user_012,192.168.4.6,172.3,200,INFO from user-service
2024-01-01 07:33:12,INFO,auth-service,user_016,192.168.3.15,127.4,200,INFO from auth-service
2024-01-01 07:33:31,INFO,inventory-service,user_016,192.168.2.17,130.3,200,INFO from inventory-service
2024-01-01 07:34:03,INFO,user-service,user_015,192.168.1.9,143.5,201,INFO from user-service
2024-01-01 07:34:05,INFO,payment-service,user_010,192.168.2.11,43.2,200,INFO from payment-service
2024-01-01 07:34:29,INFO,api-gateway,user_004,192.168.2.8,122.4,201,INFO from api-gateway
2024-01-01 07:34:51,INFO,notification-service,user_015,192.168.4.6,118.6,200,INFO from notification-service
2024-01-01 07:35:15,INFO,order-service,user_008,192.168.4.2,87.9,200,INFO from order-service
2024-01-01 07:36:12,INFO,user-service,user_003,192.168.3.18,156.6,200,INFO from user-service
2024-01-01 07:36:19,INFO,auth-service,user_016,192.168.1.16,146.3,200,INFO from auth-service
2024-01-01 07:36:40,INFO,inventory-service,user_004,192.168.2.1,72.3,200,INFO from inventory-service
2024-01-01 07:36:43,INFO,api-gateway,user_026,192.168.2.7,58.0,200,INFO from api-gateway
2024-01-01 07:36:50,INFO,auth-service,user_023,192.168.4.12,138.9,200,INFO from auth-service
2024-01-01 07:37:48,ERROR,notification-service,user_039,192.168.2.18,133.9,500,ERROR from notification-service
2024-01-01 07:39:34,INFO,auth-service,user_026,192.168.4.19,150.1,200,INFO from auth-service
2024-01-01 07:40:57,INFO,order-service,user_030,192.168.2.1,88.7,200,INFO from order-service
2024-01-01 07:41:02,INFO,order-service,user_002,192.168.2.13,207.6,200,INFO from order-service
2024-01-01 07:42:40,INFO,notification-service,user_022,192.168.1.12,131.8,201,INFO from notification-service
2024-01-01 07:44:00,INFO,order-service,user_050,192.168.1.14,103.2,201,INFO from order-service
2024-01-01 07:44:11,INFO,payment-service,user_014,192.168.4.5,130.0,200,INFO from payment-service
2024-01-01 07:44:24,INFO,api-gateway,user_026,192.168.2.13,63.4,200,INFO from api-gateway
2024-01-01 07:44:53,INFO,inventory-service,user_016,192.168.1.14,122.7,200,INFO from inventory-service
2024-01-01 07:45:18,INFO,payment-service,user_018,192.168.3.5,117.0,200,INFO from payment-service
2024-01-01 07:46:33,INFO,inventory-service,user_018,192.168.4.12,107.1,201,INFO from inventory-service
2024-01-01 07:48:15,INFO,inventory-service,user_020,192.168.2.10,130.4,201,INFO from inventory-service
2024-01-01 07:48:15,INFO,inventory-service,user_031,192.168.4.6,130.4,200,INFO from inventory-service
2024-01-01 07:48:15,INFO,order-service,user_041,192.168.2.17,127.0,201,INFO from order-service
2024-01-01 07:48:31,INFO,auth-service,user_001,192.168.4.17,91.4,200,INFO from auth-service
2024-01-01 07:48:36,WARN,api-gateway,user_031,192.168.1.1,112.3,404,WARN from api-gateway
2024-01-01 07:49:04,INFO,api-gateway,user_027,192.168.4.17,110.6,200,INFO from api-gateway
2024-01-01 07:50:47,INFO,payment-service,user_043,192.168.1.11,61.5,200,INFO from payment-service
2024-01-01 07:51:16,INFO,user-service,user_018,192.168.2.17,55.7,200,INFO from user-service
2024-01-01 07:51:25,WARN,inventory-service,user_011,192.168.4.3,165.7,400,WARN from inventory-service
2024-01-01 07:53:12,INFO,user-service,user_015,192.168.3.9,92.8,200,INFO from user-service
2024-01-01 07:53:26,INFO,user-service,user_006,192.168.4.4,63.9,200,INFO from user-service
2024-01-01 07:54:15,WARN,order-service,user_006,192.168.2.17,70.8,400,WARN from order-service
2024-01-01 07:55:30,INFO,auth-service,user_005,192.168.3.14,139.0,200,INFO from auth-service
2024-01-01 07:57:28,INFO,notification-service,user_047,192.168.4.8,136.2,200,INFO from notification-service
2024-01-01 07:58:35,INFO,api-gateway,user_011,192.168.4.4,195.4,200,INFO from api-gateway
2024-01-01 07:59:51,INFO,notification-service,user_044,192.168.2.7,133.2,200,INFO from notification-service
2024-01-01 08:00:35,ERROR,api-gateway,user_006,192.168.2.10,117.1,500,ERROR from api-gateway
2024-01-01 08:01:05,INFO,payment-service,user_044,192.168.4.17,131.1,200,INFO from payment-service
2024-01-01 08:01:48,INFO,inventory-service,user_018,192.168.4.17,153.1,200,INFO from inventory-service
2024-01-01 08:02:37,INFO,user-service,user_047,192.168.1.17,55.5,200,INFO from user-service
2024-01-01 08:02:39,ERROR,auth-service,user_016,192.168.2.18,140.6,500,ERROR from auth-service
2024-01-01 08:02:56,INFO,api-gateway,user_048,192.168.3.4,133.6,200,INFO from api-gateway
2024-01-01 08:07:06,INFO,payment-service,user_035,192.168.1.18,145.4,200,INFO from payment-service
2024-01-01 08:07:08,ERROR,auth-service,user_003,192.168.3.1,205.8,500,ERROR from auth-service
2024-01-01 08:08:32,WARN,notification-service,user_022,192.168.1.13,134.3,400,WARN from notification-service
2024-01-01 08:09:58,INFO,user-service,user_010,192.168.1.10,89.9,200,INFO from user-service
2024-01-01 08:10:04,INFO,api-gateway,user_023,192.168.4.19,107.4,200,INFO from api-gateway
2024-01-01 08:11:37,WARN,api-gateway,user_041,192.168.4.6,178.1,404,WARN from api-gateway
2024-01-01 08:12:33,INFO,user-service,user_040,192.168.4.7,139.3,200,INFO from user-service
2024-01-01 08:12:39,INFO,user-service,user_044,192.168.1.18,45.3,200,INFO from user-service
2024-01-01 08:12:58,WARN,notification-service,user_033,192.168.1.18,154.3,400,WARN from notification-service
2024-01-01 08:14:55,WARN,inventory-service,user_047,192.168.3.13,91.4,404,WARN from inventory-service
2024-01-01 08:15:36,INFO,api-gateway,user_015,192.168.3.15,126.1,200,INFO from api-gateway
2024-01-01 08:16:21,INFO,notification-service,user_045,192.168.3.13,162.2,200,INFO from notification-service
2024-01-01 08:17:32,INFO,notification-service,user_032,192.168.3.19,116.9,200,INFO from notification-service
2024-01-01 08:17:49,WARN,order-service,user_027,192.168.3.6,128.6,404,WARN from order-service
2024-01-01 08:18:20,INFO,inventory-service,user_027,192.168.2.4,101.1,200,INFO from inventory-service
2024-01-01 08:18:22,INFO,user-service,user_028,192.168.1.19,274.1,200,INFO from user-service
2024-01-01 08:18:28,INFO,inventory-service,user_032,192.168.1.16,148.6,200,INFO from inventory-service
2024-01-01 08:18:44,INFO,order-service,user_030,192.168.1.10,152.9,200,INFO from order-service
2024-01-01 08:20:16,WARN,user-service,user_008,192.168.3.14,85.7,400,WARN from user-service
2024-01-01 08:20:40,WARN,inventory-service,user_049,192.168.4.6,82.5,400,WARN from inventory-service
2024-01-01 08:21:51,INFO,auth-service,user_030,192.168.1.10,76.9,200,INFO from auth-service
2024-01-01 08:22:36,INFO,user-service,user_045,192.168.2.19,110.5,200,INFO from user-service
2024-01-01 08:23:42,INFO,inventory-service,user_045,192.168.4.13,39.0,200,INFO from inventory-service
2024-01-01 08:24:54,INFO,api-gateway,user_007,192.168.2.12,89.1,200,INFO from api-gateway
2024-01-01 08:25:52,INFO,order-service,user_036,192.168.1.5,145.0,200,INFO from order-service
2024-01-01 08:26:36,INFO,inventory-service,user_012,192.168.2.3,142.8,200,INFO from inventory-service
2024-01-01 08:26:55,INFO,inventory-service,user_010,192.168.1.10,163.3,200,INFO from inventory-service
2024-01-01 08:27:44,INFO,user-service,user_030,192.168.3.1,150.4,200,INFO from user-service
2024-01-01 08:28:06,INFO,notification-service,user_030,192.168.1.2,142.4,200,INFO from notification-service
2024-01-01 08:28:07,INFO,api-gateway,user_045,192.168.3.1,87.4,200,INFO from api-gateway
2024-01-01 08:28:34,INFO,api-gateway,user_023,192.168.3.5,135.4,200,INFO from api-gateway
2024-01-01 08:30:22,INFO,api-gateway,user_022,192.168.3.4,109.4,200,INFO from api-gateway
2024-01-01 08:30:30,INFO,payment-service,user_030,192.168.4.14,102.1,200,INFO from payment-service
2024-01-01 08:32:17,INFO,order-service,user_001,192.168.2.18,70.2,200,INFO from order-service
2024-01-01 08:34:07,INFO,api-gateway,user_024,192.168.2.15,90.8,200,INFO from api-gateway
2024-01-01 08:34:24,ERROR,api-gateway,user_021,192.168.2.6,84.6,500,ERROR from api-gateway
2024-01-01 08:37:09,INFO,payment-service,user_030,192.168.2.14,158.2,200,INFO from payment-service
2024-01-01 08:38:30,INFO,user-service,user_003,192.168.2.11,136.5,200,INFO from user-service
2024-01-01 08:39:26,INFO,user-service,user_003,192.168.3.10,93.5,200,INFO from user-service
2024-01-01 08:39:55,INFO,api-gateway,user_040,192.168.2.12,165.4,200,INFO from api-gateway
2024-01-01 08:39:56,INFO,notification-service,user_021,192.168.2.10,121.8,200,INFO from notification-service
2024-01-01 08:40:38,INFO,order-service,user_016,192.168.2.2,138.9,200,INFO from order-service
2024-01-01 08:40:52,INFO,api-gateway,user_045,192.168.3.1,93.9,200,INFO from api-gateway
2024-01-01 08:42:00,INFO,order-service,user_030,192.168.2.18,146.1,200,INFO from order-service
2024-01-01 08:43:49,INFO,inventory-service,user_004,192.168.4.7,123.3,201,INFO from inventory-service
2024-01-01 08:44:19,INFO,auth-service,user_003,192.168.3.4,140.6,201,INFO from auth-service
2024-01-01 08:45:18,INFO,notification-service,user_046,192.168.2.16,59.4,200,INFO from notification-service
2024-01-01 08:47:05,INFO,api-gateway,user_007,192.168.1.13,140.6,200,INFO from api-gateway
2024-01-01 08:47:30,ERROR,inventory-service,user_025,192.168.3.12,122.3,500,ERROR from inventory-service
2024-01-01 08:47:46,INFO,payment-service,user_027,192.168.1.13,127.5,201,INFO from payment-service
2024-01-01 08:48:03,INFO,payment-service,user_018,192.168.4.14,111.1,200,INFO from payment-service
2024-01-01 08:48:11,WARN,api-gateway,user_034,192.168.3.19,120.5,400,WARN from api-gateway
2024-01-01 08:50:19,WARN,notification-service,user_048,192.168.4.16,84.4,404,WARN from notification-service
2024-01-01 08:50:34,WARN,user-service,user_034,192.168.4.8,163.6,400,WARN from user-service
2024-01-01 08:50:52,WARN,inventory-service,user_010,192.168.4.7,74.3,404,WARN from inventory-service
2024-01-01 08:51:35,INFO,user-service,user_006,192.168.3.13,147.2,200,INFO from user-service
2024-01-01 08:52:00,INFO,inventory-service,user_035,192.168.4.3,77.2,200,INFO from inventory-service
2024-01-01 08:52:40,INFO,user-service,user_007,192.168.2.11,128.7,200,INFO from user-service
2024-01-01 08:53:10,INFO,user-service,user_031,192.168.2.19,122.6,200,INFO from user-service
2024-01-01 08:53:37,WARN,notification-service,user_043,192.168.4.6,126.9,400,WARN from notification-service
2024-01-01 08:53:42,INFO,api-gateway,user_018,192.168.1.2,100.6,200,INFO from api-gateway
2024-01-01 08:54:10,INFO,user-service,user_027,192.168.4.7,228.8,200,INFO from user-service
2024-01-01 08:54:21,INFO,order-service,user_044,192.168.4.12,64.9,200,INFO from order-service
2024-01-01 08:57:18,INFO,order-service,user_015,192.168.3.8,212.6,200,INFO from order-service
2024-01-01 08:57:40,INFO,inventory-service,user_003,192.168.3.2,147.5,201,INFO from inventory-service
2024-01-01 08:58:07,INFO,api-gateway,user_008,192.168.2.1,86.1,200,INFO from api-gateway
2024-01-01 08:59:12,INFO,api-gateway,user_008,192.168.4.13,110.2,200,INFO from api-gateway
2024-01-01 08:59:16,INFO,order-service,user_041,192.168.4.19,195.9,200,INFO from order-service
2024-01-01 09:01:03,INFO,api-gateway,user_026,192.168.3.17,161.3,200,INFO from api-gateway
2024-01-01 09:03:00,INFO,payment-service,user_020,192.168.2.9,146.5,201,INFO from payment-service
2024-01-01 09:04:55,INFO,user-service,user_037,192.168.3.17,113.9,200,INFO from user-service
2024-01-01 09:05:05,INFO,api-gateway,user_007,192.168.3.10,20.0,201,INFO from api-gateway
2024-01-01 09:06:22,INFO,order-service,user_036,192.168.3.10,62.8,200,INFO from order-service
2024-01-01 09:07:26,WARN,user-service,user_043,192.168.3.17,109.9,400,WARN from user-service
2024-01-01 09:07:54,INFO,order-service,user_030,192.168.1.12,115.4,200,INFO from order-service
2024-01-01 09:08:47,INFO,api-gateway,user_034,192.168.1.15,136.2,200,INFO from api-gateway
2024-01-01 09:09:04,INFO,payment-service,user_018,192.168.4.18,100.6,200,INFO from payment-service
2024-01-01 09:09:08,INFO,notification-service,user_017,192.168.2.4,101.0,200,INFO from notification-service
2024-01-01 09:09:10,INFO,order-service,user_040,192.168.1.7,128.0,200,INFO from order-service
2024-01-01 09:09:16,INFO,payment-service,user_012,192.168.2.1,134.3,201,INFO from payment-service
2024-01-01 09:11:55,INFO,payment-service,user_037,192.168.3.14,166.5,200,INFO from payment-service
2024-01-01 09:14:21,INFO,order-service,user_010,192.168.1.1,106.6,200,INFO from order-service
2024-01-01 09:14:32,INFO,notification-service,user_043,192.168.3.8,205.3,200,INFO from notification-service
2024-01-01 09:15:08,INFO,order-service,user_037,192.168.2.8,154.6,200,INFO from order-service
2024-01-01 09:15:37,INFO,user-service,user_002,192.168.2.4,190.6,200,INFO from user-service
2024-01-01 09:15:54,INFO,user-service,user_007,192.168.3.10,154.1,200,INFO from user-service
2024-01-01 09:17:28,INFO,inventory-service,user_028,192.168.4.6,96.0,200,INFO from inventory-service
2024-01-01 09:17:36,ERROR,payment-service,user_028,192.168.4.15,102.4,500,ERROR from payment-service
2024-01-01 09:17:44,INFO,order-service,user_020,192.168.3.6,62.6,200,INFO from order-service
2024-01-01 09:20:10,INFO,order-service,user_040,192.168.4.2,131.2,201,INFO from order-service
2024-01-01 09:20:24,INFO,notification-service,user_034,192.168.2.19,170.7,200,INFO from notification-service
2024-01-01 09:20:49,WARN,notification-service,user_039,192.168.1.11,138.5,400,WARN from notification-service
2024-01-01 09:22:22,INFO,inventory-service,user_042,192.168.1.19,154.0,200,INFO from inventory-service
2024-01-01 09:23:09,INFO,inventory-service,user_031,192.168.1.9,117.6,200,INFO from inventory-service
2024-01-01 09:26:17,INFO,payment-service,user_049,192.168.4.9,122.8,200,INFO from payment-service
2024-01-01 09:26:29,INFO,user-service,user_011,192.168.3.10,80.7,200,INFO from user-service
2024-01-01 09:27:07,INFO,user-service,user_044,192.168.4.19,104.6,200,INFO from user-service
2024-01-01 09:28:32,INFO,payment-service,user_040,192.168.1.6,156.7,200,INFO from payment-service
2024-01-01 09:30:28,INFO,order-service,user_024,192.168.4.9,69.6,200,INFO from order-service
2024-01-01 09:31:45,INFO,api-gateway,user_005,192.168.1.11,59.2,200,INFO from api-gateway
2024-01-01 09:35:03,INFO,notification-service,user_036,192.168.4.15,79.0,200,INFO from notification-service
2024-01-01 09:36:32,INFO,payment-service,user_010,192.168.4.5,185.3,200,INFO from payment-service
2024-01-01 09:36:48,INFO,notification-service,user_029,192.168.4.16,156.0,200,INFO from notification-service
2024-01-01 09:37:25,WARN,notification-service,user_006,192.168.3.13,111.7,400,WARN from notification-service
2024-01-01 09:38:27,WARN,auth-service,user_045,192.168.1.15,91.7,400,WARN from auth-service
2024-01-01 09:40:07,WARN,notification-service,user_033,192.168.2.6,96.4,400,WARN from notification-service
2024-01-01 09:41:04,INFO,payment-service,user_050,192.168.4.7,92.3,200,INFO from payment-service
2024-01-01 09:41:22,INFO,auth-service,user_026,192.168.2.17,88.3,200,INFO from auth-service
2024-01-01 09:41:40,INFO,notification-service,user_002,192.168.1.7,140.2,201,INFO from notification-service
2024-01-01 09:41:56,INFO,order-service,user_036,192.168.2.9,137.8,200,INFO from order-service
2024-01-01 09:42:19,ERROR,auth-service,user_015,192.168.3.13,124.5,500,ERROR from auth-service
2024-01-01 09:45:40,INFO,api-gateway,user_019,192.168.1.15,143.5,200,INFO from api-gateway
2024-01-01 09:46:03,INFO,user-service,user_039,192.168.3.2,70.1,200,INFO from user-service
